defendendo,1,0.000000,10,15;
o,2,0.000000,1,15;
arquivamento,1,0.000000,15,16;
do,2,0.000000,4,16;
inquerito,2,0.000000,13,16;
mas,1,0.000000,9,16;
alexandre,2,0.000000,12,16;
moraes,2,0.000000,13,16;
rejeitou,1,0.000000,13,16;
o,2,0.000000,1,16;
arquivamento,2,0.000000,16,16;
sob,1,0.000000,13,16;
o,2,0.000000,1,16;
argumento,1,0.000000,13,15;
que,2,0.000000,5,15;
a,2,0.000000,11,15;
pgr,1,0.000000,9,15;
nao,2,0.000000,11,15;
e,2,0.000000,7,15;
parte,1,0.000000,6,15;
do,2,0.000000,4,15;
inquerito,2,0.000000,13,15;
porque,1,0.000000,7,15;
a,2,0.000000,11,15;
investigacao,1,0.000000,11,15;
foi,2,0.000000,9,15;
aberta,1,0.000000,12,15;
diretamente,1,0.000000,6,15;
pelo,2,0.000000,3,15;
supremo,2,0.000000,12,15;
se,2,0.000000,11,15;
o,2,0.000000,1,15;
ministerio,2,0.000000,12,15;
publico,2,0.000000,9,15;
insistir,1,0.000000,14,15;
nesse,1,0.000000,7,15;
pedido,1,0.000000,6,15;
significa,1,0.000000,13,15;
que,2,0.000000,5,15;
o,2,0.000000,1,15;
ministerio,2,0.000000,11,15;
publico,2,0.000000,9,15;
nao,2,0.000000,10,15;
a,2,0.000000,11,15;
acao,2,0.000000,13,15;
penal,2,0.000000,8,15;
publica,1,0.000000,9,15;
ele,2,0.000000,11,15;
nao,2,0.000000,10,15;
a,2,0.000000,11,15;
competencia,2,0.000000,10,15;
que,2,0.000000,5,15;
lhe,1,0.000000,8,15;
foi,2,0.000000,9,15;
pelo,2,0.000000,3,15;
artigo,1,0.000000,15,16;
129,1,0.000000,8,16;
inciso,1,0.000000,12,16;
1,1,0.000000,9,16;
da,2,0.000000,8,16;
constituicao,1,0.000000,9,16;
que,2,0.000000,5,16;
e,2,0.000000,7,16;
a,2,0.000000,11,16;
titularidade,1,0.000000,10,16;
privativa,2,0.000000,9,16;
da,2,0.000000,8,16;
promocao,1,0.000000,10,16;
da,2,0.000000,8,16;
acao,2,0.000000,13,16;
penal,2,0.000000,8,16;
publica,2,0.000000,10,16;
afirmou,2,0.000000,12,16;
ayres,2,0.000000,11,16;
britto,2,0.000000,11,16;
na,2,0.000000,7,16;
avaliacao,1,0.000000,12,16;
ayres,2,0.000000,11,16;
britto,2,0.000000,11,16;
o,2,0.000000,1,16;
ministro,2,0.000000,9,16;
dias,2,0.000000,7,16;
toffoli,2,0.000000,11,16;
acabara,1,0.000000,13,16;
o,2,0.000000,1,16;
assunto,1,0.000000,14,16;
ao,2,0.000000,9,16;
plenario,1,0.000000,10,16;
do,2,0.000000,4,16;
supremo,2,0.000000,12,16;
o,2,0.000000,1,16;
conjunto,1,0.000000,9,16;
da,2,0.000000,8,16;
obra,1,0.000000,8,16;
do,2,0.000000,4,16;
supremo,2,0.000000,12,16;
e,2,0.000000,7,16;
precioso,1,0.000000,8,16;
entao,1,0.000000,9,16;
o,2,0.000000,1,16;
supremo,2,0.000000,12,16;
decidir,1,0.000000,10,16;
da,2,0.000000,8,16;
melhor,1,0.000000,11,16;
maneira,1,0.000000,9,16;
possivel,1,0.000000,9,16;
a,2,0.000000,11,16;
luz,1,0.000000,9,16;
do,2,0.000000,4,16;
direito,1,0.000000,7,16;
positivo,1,0.000000,10,16;
a,2,0.000000,11,16;
partir,2,0.000000,6,16;
da,2,0.000000,8,16;
constituicao,2,0.000000,10,16;
declarou,1,0.000000,11,16;
o,2,0.000000,1,16;
supremo,2,0.000000,12,16;
o,2,0.000000,1,16;
guardiao,1,0.000000,10,16;
da,2,0.000000,8,16;
constituicao,2,0.000000,10,16;
dara,1,0.000000,10,16;
a,2,0.000000,11,16;
ultima,1,0.000000,4,16;
e,2,0.000000,7,16;
palavra,1,0.000000,7,16;
sobre,1,0.000000,13,16;
esse,1,0.000000,8,16;
caso,1,0.000000,9,16;
complementou,1,0.000000,10,16;
em,2,0.000000,6,16;
relacao,1,0.000000,13,16;
ao,2,0.000000,9,16;
episodio,1,0.000000,11,16;
envolvendo,1,0.000000,12,16;
os,2,0.000000,7,16;
dois,2,0.000000,6,16;
sites,2,0.000000,12,16;
que,2,0.000000,5,16;
tiveram,1,0.000000,10,16;
retirar,1,0.000000,12,16;
do,2,0.000000,4,16;
ar,1,0.000000,15,16;
uma,2,0.000000,5,16;
reportagem,1,0.000000,12,16;
sobre,2,0.000000,14,16;
toffoli,2,0.000000,10,16;
por,2,0.000000,6,16;
ordem,1,0.000000,8,16;
do,2,0.000000,4,16;
ministro,2,0.000000,9,16;
alexandre,2,0.000000,12,16;
moraes,2,0.000000,12,16;
ayres,2,0.000000,11,16;
britto,2,0.000000,11,16;
entende,1,0.000000,10,16;
que,2,0.000000,5,16;
se,2,0.000000,10,16;
censura,2,0.000000,9,16;
a,2,0.000000,11,16;
censura,2,0.000000,9,16;
no,2,0.000000,6,16;
brasil,1,0.000000,10,16;
esta,2,0.000000,7,16;
definitivamente,1,0.000000,11,16;
banida,1,0.000000,10,16;
nao,2,0.000000,10,16;
ha,1,0.000000,11,16;
possibilidade,1,0.000000,11,16;
nenhum,1,0.000000,9,16;
orgao,1,0.000000,7,16;
comunicacao,1,0.000000,11,16;
social,1,0.000000,11,16;
a,2,0.000000,11,16;
constituicao,2,0.000000,10,16;
a,2,0.000000,11,16;
partir,2,0.000000,6,16;
do,2,0.000000,4,16;
artigo,2,0.000000,16,16;
220,1,0.000000,10,16;
diz,1,0.000000,6,16;
que,2,0.000000,5,16;
nenhuma,2,0.000000,8,16;
lei,1,0.000000,9,16;
paragrafo,1,0.000000,7,16;
1o,1,0.000000,8,16;
dispositivo,1,0.000000,7,16;
que,2,0.000000,5,16;
possa,1,0.000000,12,16;
causar,1,0.000000,10,16;
a,2,0.000000,11,16;
plena,1,0.000000,11,16;
liberdade,1,0.000000,9,16;
informacao,1,0.000000,13,16;
jornalistica,1,0.000000,7,16;
disse,1,0.000000,6,16;
para,2,0.000000,4,16;
ayres,2,0.000000,11,16;
britto,2,0.000000,11,16;
a,2,0.000000,11,16;
liberdade,2,0.000000,10,16;
informacao,2,0.000000,13,16;
jornalistica,2,0.000000,9,16;
e,2,0.000000,7,16;
a,2,0.000000,11,16;
maior,1,0.000000,10,16;
todas,1,0.000000,11,16;
as,1,0.000000,16,17;
liberdades,1,0.000000,10,17;
porque,2,0.000000,8,17;
caracterizada,1,0.000000,8,17;
pela,2,0.000000,5,17;
plenitude,1,0.000000,11,17;
e,2,0.000000,7,17;
a,2,0.000000,11,17;
constituicao,2,0.000000,10,17;
nao,2,0.000000,10,17;
usaria,1,0.000000,7,17;
a,2,0.000000,11,17;
toa,1,0.000000,12,17;
o,2,0.000000,1,17;
pleno,1,0.000000,12,17;
para,2,0.000000,4,17;
qualificar,1,0.000000,9,17;
materia,1,0.000000,10,17;
tao,1,0.000000,10,17;
fundamental,1,0.000000,10,17;
o,2,0.000000,1,17;
ministro,2,0.000000,9,17;
luis,1,0.000000,8,17;
roberto,1,0.000000,13,17;
barroso,1,0.000000,11,17;
do,2,0.000000,4,17;
stf,2,0.000000,12,17;
disse,2,0.000000,7,17;
que,2,0.000000,5,17;
a,2,0.000000,11,17;
repercussao,1,0.000000,13,17;
